# Phases 	 model 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
0.5469546955 	 5.0719244131 	 1.3671596975 	 7.6527037383 	 -2.6397146860 	 10.5836960112 	 -5.2864602611 	 12.4201183301
0.5470747075 	 5.0859265008 	 1.3835503211 	 7.6691170703 	 -2.6236103918 	 10.6002996353 	 -5.2730588203 	 12.4339490746
0.5471947195 	 5.1031358685 	 1.4005683778 	 7.6855257531 	 -2.6075006958 	 10.6136119444 	 -5.2596505029 	 12.4438253631
0.5473147315 	 5.1200551323 	 1.4172884210 	 7.7009713933 	 -2.5913855674 	 10.6290528334 	 -5.2462352809 	 12.4565808240
0.5474347435 	 5.1359505086 	 1.4334373963 	 7.7156400251 	 -2.5752650432 	 10.6416402519 	 -5.2328131686 	 12.4715999590
0.5475547555 	 5.1527938029 	 1.4491963891 	 7.7311964797 	 -2.5591391093 	 10.6532462708 	 -5.2193841801 	 12.4866112265
0.5476747675 	 5.1681982745 	 1.4650950793 	 7.7456472733 	 -2.5430077518 	 10.6662528962 	 -5.2059482877 	 12.5016146538
0.5477947795 	 5.1849433738 	 1.4808953292 	 7.7606374391 	 -2.5293276118 	 10.6824210352 	 -5.1925055195 	 12.5166102054
0.5479147915 	 5.2011920433 	 1.4960946398 	 7.7744478449 	 -2.5129261387 	 10.6956700407 	 -5.1790558476 	 12.5305451610
0.5480348035 	 5.2181377024 	 1.5118079276 	 7.7896429154 	 -2.4948880371 	 10.7078562330 	 -5.1655993003 	 12.5434733349
0.5481548155 	 5.2334767072 	 1.5296551451 	 7.8043295640 	 -2.4784283646 	 10.7225829956 	 -5.1521358498 	 12.5540446416
0.5482748275 	 5.2498525442 	 1.5472353800 	 7.8191572778 	 -2.4622700182 	 10.7380817105 	 -5.1386655243 	 12.5646095257
0.5483948395 	 5.2653884308 	 1.5613154676 	 7.8318720184 	 -2.4461062997 	 10.7535746274 	 -5.1251882959 	 12.5751679641
0.5485148515 	 5.2820366847 	 1.5774054665 	 7.8462441625 	 -2.4325767403 	 10.7691434930 	 -5.1117041789 	 12.5857199781
0.5486348635 	 5.2959556460 	 1.5948401058 	 7.8614470229 	 -2.4196290172 	 10.7850793239 	 -5.0981461242 	 12.5962655448
0.5487548755 	 5.3125835946 	 1.6109513528 	 7.8769692395 	 -2.4066762924 	 10.7969267611 	 -5.0829432260 	 12.6104718701
0.5488748875 	 5.3280008066 	 1.6282161026 	 7.8922740670 	 -2.3937185417 	 10.8075721196 	 -5.0677318129 	 12.6261453156
0.5489948995 	 5.3432672577 	 1.6431960324 	 7.9072729634 	 -2.3806956940 	 10.8182122303 	 -5.0525118706 	 12.6418086334
0.5491149115 	 5.3597060986 	 1.6581776845 	 7.9212407835 	 -2.3656486802 	 10.8329374213 	 -5.0372834327 	 12.6523701205
0.5492349235 	 5.3766137266 	 1.6744031332 	 7.9353263353 	 -2.3477857404 	 10.8476892576 	 -5.0209774698 	 12.6618540209
0.5493549355 	 5.3910734491 	 1.6911411500 	 7.9505481261 	 -2.3362737968 	 10.8624327980 	 -5.0044629184 	 12.6712101755
0.5494749475 	 5.4067729682 	 1.7078109333 	 7.9672234194 	 -2.3263279901 	 10.8786843388 	 -4.9879378431 	 12.6798870256
0.5495949595 	 5.4216927308 	 1.7233672528 	 7.9823992072 	 -2.3140766358 	 10.8918950288 	 -4.9714022307 	 12.6885581193
0.5497149715 	 5.4365699184 	 1.7390811674 	 7.9968658473 	 -2.3007395720 	 10.9066136917 	 -4.9548560676 	 12.6977623872
0.5498349835 	 5.4522671318 	 1.7556010127 	 8.0104049216 	 -2.2867734391 	 10.9213240501 	 -4.9382993925 	 12.7116637116
0.5499549955 	 5.4683734684 	 1.7717207628 	 8.0236930657 	 -2.2740521682 	 10.9360261134 	 -4.9217321919 	 12.7255564475
0.5500750075 	 5.4827326107 	 1.7887544186 	 8.0374927086 	 -2.2607018591 	 10.9493749913 	 -4.9051544700 	 12.7394405624
0.5501950195 	 5.4958773322 	 1.8052367325 	 8.0538031199 	 -2.2447396983 	 10.9621625620 	 -4.8885662133 	 12.7533160673
0.5503150315 	 5.5117564092 	 1.8200913660 	 8.0681264761 	 -2.2329877839 	 10.9719767191 	 -4.8719674606 	 12.7671829588
0.5504350435 	 5.5279530713 	 1.8365798051 	 8.0835326719 	 -2.2206244385 	 10.9817862297 	 -4.8553581986 	 12.7810412333
0.5505550555 	 5.5440557509 	 1.8551247131 	 8.0978080478 	 -2.2072564770 	 10.9928470174 	 -4.8390668259 	 12.7948908874
0.5506750675 	 5.5602027381 	 1.8732457737 	 8.1104755079 	 -2.1910643269 	 11.0071958400 	 -4.8250755510 	 12.8087319320
0.5507950795 	 5.5755160074 	 1.8892984155 	 8.1250354107 	 -2.1786736338 	 11.0189130111 	 -4.8110772808 	 12.8225643348
0.5509150915 	 5.5920428547 	 1.9032645229 	 8.1400943451 	 -2.1667278448 	 11.0282291142 	 -4.7970720449 	 12.8363881068
0.5510351035 	 5.6075892989 	 1.9172321022 	 8.1548627642 	 -2.1547780118 	 11.0375395759 	 -4.7820080300 	 12.8502032445
0.5511551155 	 5.6221064885 	 1.9328026234 	 8.1688350467 	 -2.1420227965 	 11.0468443857 	 -4.7617242136 	 12.8640097445
0.5512751275 	 5.6382548042 	 1.9480050555 	 8.1823000550 	 -2.1269562696 	 11.0561435620 	 -4.7414293104 	 12.8778076033
0.5513951395 	 5.6539342210 	 1.9641404489 	 8.1983146574 	 -2.1135575007 	 11.0677110316 	 -4.7221062077 	 12.8915968176
0.5515151515 	 5.6689662321 	 1.9798075229 	 8.2147248611 	 -2.1001543511 	 11.0815477655 	 -4.7054025476 	 12.9053773981
0.5516351635 	 5.6851363803 	 1.9936396319 	 8.2302214922 	 -2.0851727955 	 11.0953782500 	 -4.6886884198 	 12.9191493129
0.5517551755 	 5.7006107958 	 2.0074731426 	 8.2460319585 	 -2.0682290531 	 11.1092024956 	 -4.6719638113 	 12.9329125727
0.5518751875 	 5.7162467628 	 2.0248929343 	 8.2604947304 	 -2.0512798516 	 11.1230204983 	 -4.6552287611 	 12.9466671743
0.5519951995 	 5.7301357080 	 2.0396890204 	 8.2745931203 	 -2.0342132978 	 11.1363891262 	 -4.6384832562 	 12.9604131142
0.5521152115 	 5.7462408438 	 2.0544866606 	 8.2885848480 	 -2.0173651020 	 11.1506377737 	 -4.6217272835 	 12.9741503890
0.5522352235 	 5.7619032721 	 2.0692858811 	 8.3005973225 	 -2.0003995425 	 11.1644370240 	 -4.6049608823 	 12.9878790096
0.5523552355 	 5.7775094001 	 2.0850412449 	 8.3137941464 	 -1.9834285368 	 11.1782300156 	 -4.5881840394 	 12.9976600212
0.5524752475 	 5.7932370578 	 2.1034406210 	 8.3290770152 	 -1.9664521057 	 11.1920167589 	 -4.5713967595 	 13.0042558218
0.5525952595 	 5.8097928678 	 2.1205392622 	 8.3441225056 	 -1.9494702170 	 11.2057972212 	 -4.5545990292 	 13.0215054572
0.5527152715 	 5.8260169763 	 2.1353575770 	 8.3587576735 	 -1.9342342856 	 11.2195714129 	 -4.5377908882 	 13.0387417713
0.5528352835 	 5.8418578608 	 2.1497037453 	 8.3731789939 	 -1.9200255786 	 11.2333393444 	 -4.5209723234 	 13.0549677631
0.5529552955 	 5.8588058349 	 2.1640876373 	 8.3888055659 	 -1.9058123004 	 11.2471009832 	 -4.5041433218 	 13.0659219436
0.5530753075 	 5.8750471323 	 2.1818477290 	 8.4026881491 	 -1.8915944826 	 11.2608563395 	 -4.4886799409 	 13.0740421545
0.5531953195 	 5.8915594629 	 2.1977833176 	 8.4169610772 	 -1.8773721123 	 11.2746054095 	 -4.4760894461 	 13.0821569014
0.5533153315 	 5.9059514998 	 2.2129216072 	 8.4316710871 	 -1.8634961787 	 11.2871417202 	 -4.4634936913 	 13.0914049698
0.5534353435 	 5.9211596516 	 2.2285828548 	 8.4473117138 	 -1.8489137070 	 11.2999302282 	 -4.4508926760 	 13.1071992875
0.5535553555 	 5.9344453178 	 2.2432027725 	 8.4638123730 	 -1.8346776758 	 11.3152080940 	 -4.4382863994 	 13.1229833696
0.5536753675 	 5.9516738592 	 2.2585412988 	 8.4787555744 	 -1.8192865775 	 11.3295387617 	 -4.4256748479 	 13.1387571773
0.5537953795 	 5.9686159033 	 2.2725037571 	 8.4936947483 	 -1.8041348170 	 11.3417374698 	 -4.4130580471 	 13.1540879722
0.5539153915 	 5.9832712243 	 2.2886358880 	 8.5086298733 	 -1.7905414345 	 11.3538603090 	 -4.4004359832 	 13.1664441823
0.5540354035 	 5.9984695283 	 2.3054335798 	 8.5242674939 	 -1.7769434596 	 11.3659771896 	 -4.3878086557 	 13.1787928714
0.5541554155 	 6.0141724546 	 2.3233318256 	 8.5393487429 	 -1.7606328627 	 11.3780862676 	 -4.3751760638 	 13.1911340501
0.5542754275 	 6.0304625536 	 2.3360960386 	 8.5535951089 	 -1.7452837234 	 11.3883289682 	 -4.3625382071 	 13.2034676906
0.5543954395 	 6.0460151116 	 2.3534590420 	 8.5692678808 	 -1.7318387557 	 11.3985666764 	 -4.3498950849 	 13.2157938035
0.5545154515 	 6.0620756161 	 2.3719564806 	 8.5833987422 	 -1.7154234002 	 11.4114391062 	 -4.3372466966 	 13.2281123868
0.5546354635 	 6.0783396698 	 2.3881734999 	 8.6006184254 	 -1.7004266169 	 11.4264721451 	 -4.3245930415 	 13.2404234512
0.5547554755 	 6.0936698442 	 2.4036315901 	 8.6160294852 	 -1.6876952448 	 11.4382366444 	 -4.3119341191 	 13.2527269689
0.5548754875 	 6.1092763353 	 2.4191416252 	 8.6315082981 	 -1.6749601759 	 11.4480587974 	 -4.2963449676 	 13.2662549656
0.5549954995 	 6.1249819417 	 2.4336014922 	 8.6476119394 	 -1.6622214107 	 11.4578752416 	 -4.2807017841 	 13.2800156521
0.5551155116 	 6.1402805427 	 2.4483792834 	 8.6632821525 	 -1.6475742439 	 11.4684485687 	 -4.2650501882 	 13.2937676702
0.5552355236 	 6.1559496349 	 2.4655512079 	 8.6790954892 	 -1.6340792550 	 11.4839117739 	 -4.2493901823 	 13.3075110021
0.5553555356 	 6.1728355619 	 2.4822905871 	 8.6959410485 	 -1.6222256631 	 11.4970996542 	 -4.2337217687 	 13.3184157856
0.5554755476 	 6.1891075982 	 2.5002009366 	 8.7107414859 	 -1.6103686478 	 11.5086129956 	 -4.2180449496 	 13.3267949556
0.5555955596 	 6.2042633294 	 2.5194608649 	 8.7255203286 	 -1.5967443488 	 11.5202234497 	 -4.2023597273 	 13.3386404913
0.5557155716 	 6.2196717531 	 2.5363431475 	 8.7397180480 	 -1.5791521158 	 11.5319771478 	 -4.1866660877 	 13.3508836616
0.5558355836 	 6.2355524965 	 2.5518868094 	 8.7533134112 	 -1.5633319277 	 11.5469054820 	 -4.1709640660 	 13.3631192790
0.5559555956 	 6.2501776371 	 2.5682349775 	 8.7675018795 	 -1.5476635790 	 11.5590348131 	 -4.1552536481 	 13.3753473415
0.5560756076 	 6.2667961941 	 2.5851821240 	 8.7819384498 	 -1.5290745255 	 11.5710500036 	 -4.1395348363 	 13.3875678596
0.5561956196 	 6.2793611565 	 2.5997816564 	 8.7982738666 	 -1.5104786218 	 11.5830591752 	 -4.1238076330 	 13.3997808058
0.5563156316 	 6.2963279622 	 2.6139416480 	 8.8120328229 	 -1.4918758949 	 11.5950623505 	 -4.1080720405 	 13.4119861906
0.5564356436 	 6.3126778339 	 2.6309070648 	 8.8255725280 	 -1.4747670828 	 11.6070595018 	 -4.0923280613 	 13.4241840122
0.5565556556 	 6.3289064460 	 2.6451132378 	 8.8413267478 	 -1.4613736104 	 11.6190506388 	 -4.0765756812 	 13.4363742809
0.5566756676 	 6.3444522112 	 2.6591247502 	 8.8581540752 	 -1.4479760960 	 11.6310357716 	 -4.0608149356 	 13.4485569695
0.5567956796 	 6.3592047797 	 2.6736405804 	 8.8727948112 	 -1.4345745271 	 11.6430148725 	 -4.0450458104 	 13.4607320884
0.5569156916 	 6.3738239991 	 2.6871512923 	 8.8873379688 	 -1.4182950987 	 11.6549879513 	 -4.0292683081 	 13.4728996356
0.5570357036 	 6.3885576109 	 2.7011663134 	 8.9013873956 	 -1.3994283355 	 11.6678220501 	 -4.0134824311 	 13.4850596217
0.5571557156 	 6.4049110596 	 2.7151824957 	 8.9155865871 	 -1.3805545215 	 11.6794462163 	 -3.9976881818 	 13.4972120193
0.5572757276 	 6.4191393262 	 2.7310366712 	 8.9299849439 	 -1.3616737045 	 11.6910633258 	 -3.9818855628 	 13.5083470162
0.5573957396 	 6.4362908856 	 2.7455479867 	 8.9441228539 	 -1.3427858737 	 11.7028200189 	 -3.9660745764 	 13.5189900677
0.5575157516 	 6.4513768843 	 2.7607356162 	 8.9596354632 	 -1.3238910378 	 11.7147629483 	 -3.9502552086 	 13.5296267416
0.5576357636 	 6.4666563509 	 2.7787661099 	 8.9754195453 	 -1.3049891858 	 11.7279573059 	 -3.9344274950 	 13.5402570589
0.5577557756 	 6.4828626539 	 2.7927600908 	 8.9898597638 	 -1.2919607998 	 11.7415965908 	 -3.9185914216 	 13.5508810075
0.5578757876 	 6.4987720349 	 2.8092594834 	 9.0044238260 	 -1.2795410473 	 11.7546391559 	 -3.9027469909 	 13.5614985864
0.5579957996 	 6.5151875236 	 2.8245450048 	 9.0190337615 	 -1.2671177969 	 11.7676750171 	 -3.8860718527 	 13.5721097945
0.5581158116 	 6.5299457813 	 2.8394946401 	 9.0343753737 	 -1.2519980401 	 11.7800855019 	 -3.8659964756 	 13.5827146308
0.5582358236 	 6.5429714880 	 2.8546139186 	 9.0505310620 	 -1.2334036379 	 11.7913896914 	 -3.8515051247 	 13.5933130833
0.5583558356 	 6.5588955503 	 2.8702226375 	 9.0654416714 	 -1.2148023833 	 11.8023681374 	 -3.8370068257 	 13.6039051730
0.5584758476 	 6.5741898495 	 2.8876825225 	 9.0824972326 	 -1.1961942655 	 11.8140613781 	 -3.8225016096 	 13.6173603203
0.5585958596 	 6.5896445945 	 2.9040317237 	 9.0990041231 	 -1.1784762222 	 11.8245932271 	 -3.8075050287 	 13.6288318468
0.5587158716 	 6.6052416717 	 2.9194723021 	 9.1125243260 	 -1.1627773712 	 11.8365267697 	 -3.7916021682 	 13.6435540942
0.5588358836 	 6.6209900709 	 2.9340828048 	 9.1263418671 	 -1.1470735778 	 11.8540735372 	 -3.7756909710 	 13.6578126978
0.5589558956 	 6.6367493629 	 2.9504880754 	 9.1422969543 	 -1.1313648451 	 11.8657101584 	 -3.7597714397 	 13.6664071851
0.5590759076 	 6.6538407654 	 2.9676457761 	 9.1556839418 	 -1.1156511763 	 11.8782780428 	 -3.7438435770 	 13.6746815727
0.5591959196 	 6.6687737278 	 2.9831172780 	 9.1708601683 	 -1.0999325908 	 11.8898930480 	 -3.7279073687 	 13.6829493174
0.5593159316 	 6.6844389387 	 2.9962913197 	 9.1866274552 	 -1.0851322280 	 11.9040370042 	 -3.7119628510 	 13.6912104108
0.5594359436 	 6.6998070896 	 3.0118561954 	 9.2020323304 	 -1.0708967790 	 11.9177551150 	 -3.6960100098 	 13.6994648532
0.5595559556 	 6.7141376544 	 3.0290803440 	 9.2162375787 	 -1.0566569230 	 11.9295597224 	 -3.6800488477 	 13.7109463907
0.5596759676 	 6.7298363402 	 3.0449927035 	 9.2314832356 	 -1.0424126327 	 11.9443065479 	 -3.6640793676 	 13.7237496430
0.5597959796 	 6.7454690820 	 3.0600200595 	 9.2482041075 	 -1.0281639252 	 11.9571708009 	 -3.6481015721 	 13.7365461078
0.5599159916 	 6.7623553230 	 3.0750486662 	 9.2640223569 	 -1.0139108180 	 11.9700284993 	 -3.6321154640 	 13.7493357962
0.5600360036 	 6.7770661763 	 3.0917731863 	 9.2789420313 	 -0.9985223290 	 11.9829851762 	 -3.6161210292 	 13.7621186789
0.5601560156 	 6.7933009692 	 3.1086451254 	 9.2945737771 	 -0.9802530629 	 11.9981138025 	 -3.6001183040 	 13.7748947670
0.5602760276 	 6.8089398411 	 3.1266847346 	 9.3098434124 	 -0.9622943915 	 12.0132355000 	 -3.5841072743 	 13.7876640580
0.5603960396 	 6.8250865344 	 3.1431435073 	 9.3245444004 	 -0.9508540806 	 12.0248003907 	 -3.5697576566 	 13.8004265497
0.5605160516 	 6.8393731307 	 3.1617072779 	 9.3374272562 	 -0.9394104531 	 12.0362156707 	 -3.5574287425 	 13.8131822395
0.5606360636 	 6.8557373504 	 3.1789260080 	 9.3521298491 	 -0.9279635337 	 12.0476251559 	 -3.5450937169 	 13.8247201306
0.5607560756 	 6.8713865971 	 3.1939258366 	 9.3666137401 	 -0.9165132992 	 12.0630597026 	 -3.5327525930 	 13.8357967338
0.5608760876 	 6.8873172759 	 3.2099109768 	 9.3805938117 	 -0.9050597742 	 12.0785149913 	 -3.5153585239 	 13.8468670218
0.5609960996 	 6.9031583771 	 3.2267942644 	 9.3947445790 	 -0.8875179849 	 12.0913820697 	 -3.4962681592 	 13.8564400596
0.5611161116 	 6.9187172434 	 3.2410854987 	 9.4087701573 	 -0.8711373594 	 12.1044089298 	 -3.4771679300 	 13.8625483779
0.5612361236 	 6.9338720671 	 3.2538338491 	 9.4227909012 	 -0.8568358488 	 12.1170958279 	 -3.4580578616 	 13.8686504886
0.5613561356 	 6.9494642065 	 3.2699917709 	 9.4375757079 	 -0.8425299376 	 12.1299288428 	 -3.4398254998 	 13.8747463931
0.5614761476 	 6.9647706312 	 3.2836722388 	 9.4525975073 	 -0.8282196579 	 12.1427823637 	 -3.4254142170 	 13.8808360989
0.5615961596 	 6.9801061744 	 3.2980419900 	 9.4693536876 	 -0.8139049825 	 12.1572216966 	 -3.4109960132 	 13.8874784672
0.5617161716 	 6.9953361781 	 3.3139353891 	 9.4840309614 	 -0.7961224902 	 12.1684416485 	 -3.3965708899 	 13.8978916601
0.5618361836 	 7.0107565617 	 3.3301298186 	 9.4983783915 	 -0.7781470735 	 12.1788567714 	 -3.3811941837 	 13.9082984601
0.5619561956 	 7.0253480235 	 3.3465425060 	 9.5142163724 	 -0.7601658492 	 12.1885649260 	 -3.3617512393 	 13.9186988555
0.5620762076 	 7.0400187688 	 3.3626044615 	 9.5274826572 	 -0.7421787853 	 12.2004035407 	 -3.3431957574 	 13.9290928452
0.5621962196 	 7.0557796250 	 3.3791540382 	 9.5423947548 	 -0.7241859248 	 12.2139129348 	 -3.3281246789 	 13.9411532692
0.5623162316 	 7.0724431998 	 3.3958267604 	 9.5578110367 	 -0.7061872355 	 12.2258006483 	 -3.3130468588 	 13.9576703481
0.5624362436 	 7.0905208849 	 3.4110037587 	 9.5731839300 	 -0.6908835564 	 12.2385198975 	 -3.2979622981 	 13.9741755610
0.5625562556 	 7.1079528799 	 3.4262575020 	 9.5878934949 	 -0.6779475980 	 12.2512325160 	 -3.2828709820 	 13.9906688830
0.5626762676 	 7.1254713830 	 3.4435961336 	 9.6027255591 	 -0.6650079172 	 12.2639385003 	 -3.2677729431 	 14.0071502897
0.5627962796 	 7.1409403288 	 3.4611994822 	 9.6177020826 	 -0.6492333714 	 12.2766378470 	 -3.2526681666 	 14.0231300299
0.5629162916 	 7.1562156856 	 3.4772957580 	 9.6319525777 	 -0.6326077455 	 12.2893305661 	 -3.2375566536 	 14.0340925485
0.5630363036 	 7.1718073168 	 3.4933281880 	 9.6477438874 	 -0.6159763994 	 12.3020166274 	 -3.2224383894 	 14.0450487278
0.5631563156 	 7.1885215813 	 3.5091895030 	 9.6652026249 	 -0.5993393397 	 12.3146960409 	 -3.2073134065 	 14.0559985437
0.5632763276 	 7.2048959817 	 3.5248630236 	 9.6780749031 	 -0.5836571461 	 12.3273688032 	 -3.1930496122 	 14.0668487514
0.5633963396 	 7.2198797839 	 3.5391909876 	 9.6912215140 	 -0.5669878964 	 12.3400349108 	 -3.1792866955 	 14.0772315737
0.5635163516 	 7.2356424037 	 3.5549755680 	 9.7069058685 	 -0.5503132171 	 12.3526943604 	 -3.1655180317 	 14.0876050010
0.5636363636 	 7.2509921271 	 3.5704690485 	 9.7193104813 	 -0.5336331311 	 12.3653471485 	 -3.1517436496 	 14.0979690217
0.5637563756 	 7.2651030742 	 3.5854113773 	 9.7344875587 	 -0.5186542878 	 12.3779932717 	 -3.1379635204 	 14.1083236572
0.5638763876 	 7.2789729800 	 3.6003549199 	 9.7496293409 	 -0.5053423561 	 12.3898326008 	 -3.1241776730 	 14.1138712980
0.5639963996 	 7.2926909112 	 3.6152996570 	 9.7642219992 	 -0.4920266309 	 12.4032655099 	 -3.1103860930 	 14.1158258146
0.5641164116 	 7.3072829818 	 3.6313352968 	 9.7782507914 	 -0.4779022773 	 12.4158916181 	 -3.0965887661 	 14.1177758117
0.5642364236 	 7.3228001096 	 3.6475060187 	 9.7915603463 	 -0.4629424681 	 12.4285110478 	 -3.0827857212 	 14.1197212894
0.5643564356 	 7.3387619581 	 3.6623550425 	 9.8050049813 	 -0.4486950963 	 12.4420074295 	 -3.0689769294 	 14.1253601765
0.5644764476 	 7.3527940648 	 3.6770644417 	 9.8201398994 	 -0.4344434389 	 12.4575957174 	 -3.0551624198 	 14.1356258273
0.5645964596 	 7.3662531386 	 3.6926153477 	 9.8359966363 	 -0.4201874838 	 12.4742170730 	 -3.0413421635 	 14.1458850617
0.5647164716 	 7.3814791660 	 3.7090757879 	 9.8502016700 	 -0.4055004891 	 12.4887445949 	 -3.0275161895 	 14.1561378680
0.5648364836 	 7.3957218179 	 3.7250833077 	 9.8645374002 	 -0.3884684733 	 12.5043051533 	 -3.0136844834 	 14.1663842452
0.5649564956 	 7.4118902129 	 3.7410920512 	 9.8810652584 	 -0.3705708368 	 12.5198564754 	 -2.9998470308 	 14.1766241922
0.5650765077 	 7.4276501086 	 3.7567168737 	 9.8966439230 	 -0.3555239314 	 12.5353985375 	 -2.9860038607 	 14.1868577081
0.5651965197 	 7.4437299159 	 3.7716262749 	 9.9116896738 	 -0.3394778904 	 12.5493867818 	 -2.9721549443 	 14.2006864760
0.5653165317 	 7.4603109528 	 3.7891255833 	 9.9272899277 	 -0.3228971398 	 12.5627148095 	 -2.9583003107 	 14.2148788418
0.5654365437 	 7.4763082244 	 3.8051391646 	 9.9446027943 	 -0.3063109552 	 12.5760358205 	 -2.9444399308 	 14.2299140873
0.5655565557 	 7.4917677920 	 3.8211539412 	 9.9591888655 	 -0.2897193083 	 12.5893497829 	 -2.9305738339 	 14.2449396121
0.5656765677 	 7.5071294183 	 3.8371699074 	 9.9755342051 	 -0.2731222399 	 12.6044246135 	 -2.9167020054 	 14.2599554265
0.5657965797 	 7.5226767859 	 3.8529850596 	 9.9902429634 	 -0.2565197216 	 12.6159103265 	 -2.9028244311 	 14.2749615412
0.5659165917 	 7.5376654109 	 3.8684653406 	 10.0054873065 	 -0.2411910986 	 12.6268378201 	 -2.8889411400 	 14.2836335152
0.5660366037 	 7.5544667428 	 3.8842628180 	 10.0220176401 	 -0.2232984290 	 12.6377603505 	 -2.8750521032 	 14.2961243702
0.5661566157 	 7.5681411467 	 3.8994686437 	 10.0376707414 	 -0.2066796499 	 12.6505160719 	 -2.8611573498 	 14.3106047826
0.5662766277 	 7.5846844991 	 3.9149113515 	 10.0524673974 	 -0.1897066270 	 12.6654453170 	 -2.8472568510 	 14.3235995234
0.5663966397 	 7.5988137382 	 3.9303950668 	 10.0667855611 	 -0.1723877185 	 12.6775229986 	 -2.8333506357 	 14.3337473037
0.5665166517 	 7.6129460485 	 3.9459154992 	 10.0809094925 	 -0.1550634857 	 12.6894536604 	 -2.8194386898 	 14.3438856872
0.5666366637 	 7.6289676864 	 3.9603444352 	 10.0958976641 	 -0.1377339334 	 12.7013775723 	 -2.8055209987 	 14.3540146628
0.5667566757 	 7.6449439505 	 3.9768140508 	 10.1105335492 	 -0.1203990485 	 12.7160379235 	 -2.7915975917 	 14.3641342302
0.5668766877 	 7.6607307929 	 3.9916148461 	 10.1251647534 	 -0.1030588720 	 12.7309352103 	 -2.7776684397 	 14.3742443783
0.5669966997 	 7.6758868397 	 4.0078261150 	 10.1413251817 	 -0.0857133907 	 12.7452314096 	 -2.7637335720 	 14.3843451278
0.5671167117 	 7.6903642184 	 4.0229499322 	 10.1550555148 	 -0.0683626095 	 12.7581962683 	 -2.7497929597 	 14.3944364679
0.5672367237 	 7.7047960326 	 4.0376455331 	 10.1672408122 	 -0.0510065152 	 12.7714339648 	 -2.7358466319 	 14.4055149313
0.5673567357 	 7.7206218688 	 4.0523417753 	 10.1824324696 	 -0.0336451489 	 12.7877413085 	 -2.7218945743 	 14.4201657563
0.5674767477 	 7.7367731521 	 4.0669560333 	 10.1954417995 	 -0.0162784975 	 12.8014132735 	 -2.7079367724 	 14.4348059931
0.5675967597 	 7.7536042481 	 4.0817362216 	 10.2111453433 	 0.0010934341 	 12.8153727440 	 -2.6939732555 	 14.4494356671
0.5677167717 	 7.7673584654 	 4.0979112906 	 10.2246102920 	 0.0175940048 	 12.8305366032 	 -2.6800039946 	 14.4640547580
0.5678367837 	 7.7821471822 	 4.1141170227 	 10.2397932417 	 0.0328887304 	 12.8450500258 	 -2.6660290190 	 14.4780728701
0.5679567957 	 7.7972942824 	 4.1301928656 	 10.2558737568 	 0.0481879648 	 12.8592733650 	 -2.6520482998 	 14.4887675282
0.5680768077 	 7.8108301082 	 4.1444483836 	 10.2701376123 	 0.0634916884 	 12.8734875705 	 -2.6380618661 	 14.4994557687
0.5681968197 	 7.8253830847 	 4.1599909385 	 10.2843134833 	 0.0787999294 	 12.8876926362 	 -2.6240697037 	 14.5101376128
0.5683168317 	 7.8425871503 	 4.1743799516 	 10.2993749449 	 0.0941126683 	 12.9018885417 	 -2.6095855282 	 14.5208130367
0.5684368437 	 7.8577657595 	 4.1901783742 	 10.3148913081 	 0.1100972961 	 12.9160753107 	 -2.5938860867 	 14.5314820613
0.5685568557 	 7.8728959135 	 4.2053996573 	 10.3293315441 	 0.1268230101 	 12.9302529226 	 -2.5759167425 	 14.5421446744
0.5686768677 	 7.8879827344 	 4.2196696674 	 10.3440671503 	 0.1435540218 	 12.9444213717 	 -2.5579394576 	 14.5528008633
0.5687968797 	 7.9026742824 	 4.2360698994 	 10.3586226587 	 0.1602903073 	 12.9522126576 	 -2.5399542536 	 14.5634506491
0.5689168917 	 7.9170367123 	 4.2514234589 	 10.3731734031 	 0.1770318425 	 12.9599595470 	 -2.5219610956 	 14.5740940081
0.5690369037 	 7.9325509069 	 4.2677180616 	 10.3891574745 	 0.1937867848 	 12.9723765626 	 -2.4978777319 	 14.5847309614
0.5691569157 	 7.9495087373 	 4.2858531468 	 10.4027043411 	 0.2116293174 	 12.9854776121 	 -2.4734374685 	 14.5953614852
0.5692769277 	 7.9637217819 	 4.3039891230 	 10.4167969033 	 0.2293683834 	 12.9985714879 	 -2.4489813827 	 14.6059856006
0.5693969397 	 7.9798537046 	 4.3193899062 	 10.4313284730 	 0.2453611416 	 13.0116582136 	 -2.4389027130 	 14.6166032841
0.5695169517 	 7.9941157729 	 4.3360051011 	 10.4457772152 	 0.2607170052 	 13.0260413250 	 -2.4289045470 	 14.6272145563
0.5696369637 	 8.0109212591 	 4.3516174918 	 10.4602719057 	 0.2760773082 	 13.0424496618 	 -2.4138356991 	 14.6378193940
0.5697569757 	 8.0251874476 	 4.3669812537 	 10.4748942952 	 0.2914420311 	 13.0541191987 	 -2.3957870715 	 14.6484178179
0.5698769877 	 8.0400468448 	 4.3828441057 	 10.4901658436 	 0.3072573293 	 13.0646976217 	 -2.3777305308 	 14.6590098157
0.5699969997 	 8.0551084160 	 4.3996456686 	 10.5039140691 	 0.3237438059 	 13.0752698427 	 -2.3596660986 	 14.6695953749
0.5701170117 	 8.0706915535 	 4.4167026061 	 10.5184167034 	 0.3393708972 	 13.0858358597 	 -2.3415937400 	 14.6801745163
